fips,county_name,year,days
05111,"Poinsett, Arkansas",2012,0
05111,"Poinsett, Arkansas",2013,0
05111,"Poinsett, Arkansas",2014,0
05111,"Poinsett, Arkansas",2015,0
05111,"Poinsett, Arkansas",2016,0
05111,"Poinsett, Arkansas",2017,0
05111,"Poinsett, Arkansas",2018,0
05111,"Poinsett, Arkansas",2019,0
05111,"Poinsett, Arkansas",2020,0
05111,"Poinsett, Arkansas",2021,0
05111,"Poinsett, Arkansas",2022,0
05111,"Poinsett, Arkansas",2023,0
05111,"Poinsett, Arkansas",2024,0
05113,"Polk, Arkansas",2022,0
05113,"Polk, Arkansas",2023,0
05115,"Pope, Arkansas",2013,0
05115,"Pope, Arkansas",2014,0
05115,"Pope, Arkansas",2015,0
05115,"Pope, Arkansas",2016,0
05115,"Pope, Arkansas",2017,0
05115,"Pope, Arkansas",2018,0
05115,"Pope, Arkansas",2019,0
05115,"Pope, Arkansas",2020,0
05115,"Pope, Arkansas",2021,0
05115,"Pope, Arkansas",2022,0
05115,"Pope, Arkansas",2023,0
05115,"Pope, Arkansas",2024,0
05117,"Prairie, Arkansas",2010,0
05117,"Prairie, Arkansas",2011,0
05117,"Prairie, Arkansas",2012,0
05117,"Prairie, Arkansas",2013,0
05117,"Prairie, Arkansas",2014,0
05117,"Prairie, Arkansas",2015,0
05117,"Prairie, Arkansas",2016,0
05117,"Prairie, Arkansas",2017,0
05117,"Prairie, Arkansas",2018,0
05117,"Prairie, Arkansas",2019,0
05117,"Prairie, Arkansas",2020,0
05117,"Prairie, Arkansas",2021,0
05117,"Prairie, Arkansas",2022,0
05117,"Prairie, Arkansas",2023,0
05117,"Prairie, Arkansas",2024,0
05121,"Randolph, Arkansas",2010,0
05121,"Randolph, Arkansas",2011,0
05121,"Randolph, Arkansas",2012,0
05121,"Randolph, Arkansas",2013,0
05121,"Randolph, Arkansas",2014,0
05121,"Randolph, Arkansas",2015,0
05121,"Randolph, Arkansas",2016,0
05121,"Randolph, Arkansas",2017,0
05121,"Randolph, Arkansas",2018,0
05121,"Randolph, Arkansas",2019,0
05121,"Randolph, Arkansas",2020,0
05121,"Randolph, Arkansas",2021,0
05121,"Randolph, Arkansas",2022,0
05121,"Randolph, Arkansas",2023,0
05121,"Randolph, Arkansas",2024,0
05123,"St Francis, Arkansas",2010,0
05123,"St Francis, Arkansas",2011,0
05123,"St Francis, Arkansas",2012,0
05123,"St Francis, Arkansas",2013,0
05123,"St Francis, Arkansas",2014,0
05123,"St Francis, Arkansas",2015,0
05123,"St Francis, Arkansas",2016,0
05123,"St Francis, Arkansas",2017,0
05123,"St Francis, Arkansas",2018,0
05123,"St Francis, Arkansas",2019,0
05123,"St Francis, Arkansas",2020,0
05123,"St Francis, Arkansas",2021,0
05123,"St Francis, Arkansas",2022,0
05123,"St Francis, Arkansas",2023,0
05123,"St Francis, Arkansas",2024,0
05125,"Saline, Arkansas",2010,0
05125,"Saline, Arkansas",2011,0
05125,"Saline, Arkansas",2012,0
05125,"Saline, Arkansas",2013,0
05125,"Saline, Arkansas",2014,0
05125,"Saline, Arkansas",2015,0
05125,"Saline, Arkansas",2016,0
05125,"Saline, Arkansas",2017,0
05125,"Saline, Arkansas",2018,0
05125,"Saline, Arkansas",2019,0
05125,"Saline, Arkansas",2020,0
05125,"Saline, Arkansas",2021,0
05125,"Saline, Arkansas",2022,0
05125,"Saline, Arkansas",2023,0
05125,"Saline, Arkansas",2024,0
05127,"Scott, Arkansas",2010,0
05127,"Scott, Arkansas",2011,0
05127,"Scott, Arkansas",2012,0
05127,"Scott, Arkansas",2013,0
05127,"Scott, Arkansas",2014,0
05127,"Scott, Arkansas",2015,0
05127,"Scott, Arkansas",2016,0
05127,"Scott, Arkansas",2017,0
05127,"Scott, Arkansas",2018,0
05127,"Scott, Arkansas",2019,0
05127,"Scott, Arkansas",2020,0
05127,"Scott, Arkansas",2021,0
05127,"Scott, Arkansas",2022,0
05127,"Scott, Arkansas",2023,0
05127,"Scott, Arkansas",2024,0
05129,"Searcy, Arkansas",2010,0
05129,"Searcy, Arkansas",2011,0
05129,"Searcy, Arkansas",2012,0
05129,"Searcy, Arkansas",2013,0
05129,"Searcy, Arkansas",2014,0
05129,"Searcy, Arkansas",2015,0
05129,"Searcy, Arkansas",2016,0
05129,"Searcy, Arkansas",2017,0
05129,"Searcy, Arkansas",2018,0
05129,"Searcy, Arkansas",2019,0
05129,"Searcy, Arkansas",2020,0
05129,"Searcy, Arkansas",2021,0
05129,"Searcy, Arkansas",2022,0
05129,"Searcy, Arkansas",2023,0
05129,"Searcy, Arkansas",2024,0
05131,"Sebastian, Arkansas",2012,0
05131,"Sebastian, Arkansas",2013,0
05131,"Sebastian, Arkansas",2014,0
05131,"Sebastian, Arkansas",2015,0
05131,"Sebastian, Arkansas",2016,0
05131,"Sebastian, Arkansas",2017,0
05131,"Sebastian, Arkansas",2018,0
05131,"Sebastian, Arkansas",2019,0
05131,"Sebastian, Arkansas",2020,0
05131,"Sebastian, Arkansas",2021,0
05131,"Sebastian, Arkansas",2022,0
05131,"Sebastian, Arkansas",2023,0
05131,"Sebastian, Arkansas",2024,0
05133,"Sevier, Arkansas",2010,0
05133,"Sevier, Arkansas",2011,0
05133,"Sevier, Arkansas",2012,0
05133,"Sevier, Arkansas",2013,0
05133,"Sevier, Arkansas",2014,0
05133,"Sevier, Arkansas",2015,0
05133,"Sevier, Arkansas",2016,0
05133,"Sevier, Arkansas",2017,0
05133,"Sevier, Arkansas",2018,0
05133,"Sevier, Arkansas",2019,0
05133,"Sevier, Arkansas",2020,0
05133,"Sevier, Arkansas",2021,0
05133,"Sevier, Arkansas",2022,0
05133,"Sevier, Arkansas",2023,0
05133,"Sevier, Arkansas",2024,0
05135,"Sharp, Arkansas",2010,0
05135,"Sharp, Arkansas",2011,0
05135,"Sharp, Arkansas",2012,0
05135,"Sharp, Arkansas",2013,0
05135,"Sharp, Arkansas",2014,0
05135,"Sharp, Arkansas",2015,0
05135,"Sharp, Arkansas",2016,0
05135,"Sharp, Arkansas",2017,0
05135,"Sharp, Arkansas",2018,0
05135,"Sharp, Arkansas",2019,0
05135,"Sharp, Arkansas",2020,0
05135,"Sharp, Arkansas",2021,0
05135,"Sharp, Arkansas",2022,0
05135,"Sharp, Arkansas",2023,0
05135,"Sharp, Arkansas",2024,0
05137,"Stone, Arkansas",2010,0
05137,"Stone, Arkansas",2011,0
05137,"Stone, Arkansas",2012,0
05137,"Stone, Arkansas",2013,0
05137,"Stone, Arkansas",2014,0
05137,"Stone, Arkansas",2015,0
05137,"Stone, Arkansas",2016,0
05137,"Stone, Arkansas",2017,0
05137,"Stone, Arkansas",2018,0
05137,"Stone, Arkansas",2019,0
05137,"Stone, Arkansas",2020,0
05137,"Stone, Arkansas",2021,0
05137,"Stone, Arkansas",2022,0
05137,"Stone, Arkansas",2023,0
05137,"Stone, Arkansas",2024,0
05139,"Union, Arkansas",2022,0
05139,"Union, Arkansas",2023,0
05141,"Van Buren, Arkansas",2010,0
05141,"Van Buren, Arkansas",2011,0
05141,"Van Buren, Arkansas",2012,0
05141,"Van Buren, Arkansas",2013,0
05141,"Van Buren, Arkansas",2014,0
05141,"Van Buren, Arkansas",2015,0
05141,"Van Buren, Arkansas",2016,0
05141,"Van Buren, Arkansas",2017,0
05141,"Van Buren, Arkansas",2018,0
05141,"Van Buren, Arkansas",2019,0
05141,"Van Buren, Arkansas",2020,0
05141,"Van Buren, Arkansas",2021,0
05141,"Van Buren, Arkansas",2022,0
05141,"Van Buren, Arkansas",2023,0
05141,"Van Buren, Arkansas",2024,0
05143,"Washington, Arkansas",2022,0
05143,"Washington, Arkansas",2023,0
05145,"White, Arkansas",2012,0
05145,"White, Arkansas",2013,0
05145,"White, Arkansas",2014,0
05145,"White, Arkansas",2015,0
05145,"White, Arkansas",2016,0
05145,"White, Arkansas",2017,0
05145,"White, Arkansas",2018,0
05145,"White, Arkansas",2019,0
05145,"White, Arkansas",2020,0
05145,"White, Arkansas",2021,0
05145,"White, Arkansas",2022,0
05145,"White, Arkansas",2023,0
05145,"White, Arkansas",2024,0
05147,"Woodruff, Arkansas",2010,0
05147,"Woodruff, Arkansas",2011,0
05147,"Woodruff, Arkansas",2012,0
05147,"Woodruff, Arkansas",2013,0
05147,"Woodruff, Arkansas",2014,0
05147,"Woodruff, Arkansas",2015,0
05147,"Woodruff, Arkansas",2016,0
05147,"Woodruff, Arkansas",2017,0
05147,"Woodruff, Arkansas",2018,0
05147,"Woodruff, Arkansas",2019,0
05147,"Woodruff, Arkansas",2020,0
05147,"Woodruff, Arkansas",2021,0
05147,"Woodruff, Arkansas",2022,0
05147,"Woodruff, Arkansas",2023,0
05147,"Woodruff, Arkansas",2024,0
05149,"Yell, Arkansas",2010,0
05149,"Yell, Arkansas",2011,0
05149,"Yell, Arkansas",2012,0
05149,"Yell, Arkansas",2013,0
05149,"Yell, Arkansas",2014,0
05149,"Yell, Arkansas",2015,0
05149,"Yell, Arkansas",2016,0
05149,"Yell, Arkansas",2017,0
05149,"Yell, Arkansas",2018,0
05149,"Yell, Arkansas",2019,0
05149,"Yell, Arkansas",2020,0
05149,"Yell, Arkansas",2021,0
05149,"Yell, Arkansas",2022,0
05149,"Yell, Arkansas",2023,0
05149,"Yell, Arkansas",2024,0
06001,"Alameda, California",2023,0
06003,"Alpine, California",2010,0
06003,"Alpine, California",2011,0
06003,"Alpine, California",2012,0
06003,"Alpine, California",2013,0
06003,"Alpine, California",2014,0
06003,"Alpine, California",2015,0
06003,"Alpine, California",2016,0
06003,"Alpine, California",2017,0
06003,"Alpine, California",2018,0
06003,"Alpine, California",2019,0
06003,"Alpine, California",2020,0
06003,"Alpine, California",2021,0
06003,"Alpine, California",2022,0
06003,"Alpine, California",2023,0
06003,"Alpine, California",2024,0
06005,"Amador, California",2010,0
06005,"Amador, California",2011,0
06005,"Amador, California",2012,0
06005,"Amador, California",2013,0
06005,"Amador, California",2014,0
06005,"Amador, California",2015,0
06005,"Amador, California",2016,0
06005,"Amador, California",2017,0
06005,"Amador, California",2018,0
06005,"Amador, California",2019,0
06005,"Amador, California",2020,0
06005,"Amador, California",2021,0
06005,"Amador, California",2022,0
06005,"Amador, California",2023,0
06005,"Amador, California",2024,0
06013,"Contra Costa, California",2023,0
06015,"Del Norte, California",2010,0
06015,"Del Norte, California",2011,0
06015,"Del Norte, California",2012,0
06015,"Del Norte, California",2013,0
06015,"Del Norte, California",2014,0
06015,"Del Norte, California",2015,0
06015,"Del Norte, California",2019,0
06015,"Del Norte, California",2020,0
06015,"Del Norte, California",2021,0
06015,"Del Norte, California",2022,0
06015,"Del Norte, California",2023,0
06015,"Del Norte, California",2024,0
06017,"El Dorado, California",2010,0
06017,"El Dorado, California",2011,0
06017,"El Dorado, California",2012,0
06017,"El Dorado, California",2013,0
06017,"El Dorado, California",2014,0
06017,"El Dorado, California",2015,0
06017,"El Dorado, California",2016,0
06017,"El Dorado, California",2017,0
06017,"El Dorado, California",2018,0
06017,"El Dorado, California",2019,0
06017,"El Dorado, California",2020,0
06017,"El Dorado, California",2021,0
06017,"El Dorado, California",2022,0
06017,"El Dorado, California",2023,0
06017,"El Dorado, California",2024,0
06021,"Glenn, California",2010,0
06021,"Glenn, California",2011,0
06021,"Glenn, California",2012,0
06021,"Glenn, California",2013,0
06021,"Glenn, California",2014,0
06021,"Glenn, California",2015,0
06021,"Glenn, California",2016,0
06021,"Glenn, California",2017,0
06021,"Glenn, California",2018,0
06021,"Glenn, California",2019,0
06021,"Glenn, California",2020,0
06021,"Glenn, California",2021,0
06021,"Glenn, California",2022,0
06021,"Glenn, California",2023,0
06021,"Glenn, California",2024,0
06023,"Humboldt, California",2022,0
06023,"Humboldt, California",2023,0
06031,"Kings, California",2022,0
06031,"Kings, California",2023,0
06031,"Kings, California",2024,0
06033,"Lake, California",2022,0
06033,"Lake, California",2023,0
06035,"Lassen, California",2010,0
06035,"Lassen, California",2011,0
06035,"Lassen, California",2012,0
06035,"Lassen, California",2013,0
06035,"Lassen, California",2014,0
06035,"Lassen, California",2015,0
06035,"Lassen, California",2016,0
06035,"Lassen, California",2017,0
06035,"Lassen, California",2018,0
06035,"Lassen, California",2019,0
06035,"Lassen, California",2020,0
06035,"Lassen, California",2021,0
06035,"Lassen, California",2022,0
06035,"Lassen, California",2023,0
06035,"Lassen, California",2024,0
06037,"Los Angeles, California",2022,0
06039,"Madera, California",2022,0
06039,"Madera, California",2023,0
06039,"Madera, California",2024,0
06041,"Marin, California",2023,0
06043,"Mariposa, California",2010,0
06043,"Mariposa, California",2011,0
06043,"Mariposa, California",2012,0
06043,"Mariposa, California",2013,0
06043,"Mariposa, California",2014,0
06043,"Mariposa, California",2015,0
06043,"Mariposa, California",2016,0
06043,"Mariposa, California",2017,0
06043,"Mariposa, California",2018,0
06043,"Mariposa, California",2019,0
06043,"Mariposa, California",2020,0
06043,"Mariposa, California",2021,0
06043,"Mariposa, California",2022,0
06043,"Mariposa, California",2023,0
06043,"Mariposa, California",2024,0
06045,"Mendocino, California",2022,0
06045,"Mendocino, California",2023,0
06045,"Mendocino, California",2024,0
06047,"Merced, California",2023,0
06047,"Merced, California",2024,0
06049,"Modoc, California",2010,0
06049,"Modoc, California",2011,0
06049,"Modoc, California",2012,0
06049,"Modoc, California",2013,0
06049,"Modoc, California",2014,0
06049,"Modoc, California",2015,0
06049,"Modoc, California",2016,0
06049,"Modoc, California",2017,0
06049,"Modoc, California",2018,0
06049,"Modoc, California",2019,0
06049,"Modoc, California",2020,0
06049,"Modoc, California",2021,0
06049,"Modoc, California",2022,0
06049,"Modoc, California",2023,0
06049,"Modoc, California",2024,0
06051,"Mono, California",2010,0
06051,"Mono, California",2011,0
06051,"Mono, California",2012,0
06051,"Mono, California",2013,0
06051,"Mono, California",2014,0
06051,"Mono, California",2015,0
06051,"Mono, California",2016,0
06051,"Mono, California",2017,0
06051,"Mono, California",2022,0
06051,"Mono, California",2023,0
06053,"Monterey, California",2022,0
06053,"Monterey, California",2023,0
06055,"Napa, California",2010,0
06055,"Napa, California",2011,0
06055,"Napa, California",2022,0
06055,"Napa, California",2023,0
06055,"Napa, California",2024,0
06059,"Orange, California",2022,0
06059,"Orange, California",2023,0
06069,"San Benito, California",2022,0
06069,"San Benito, California",2023,0
06071,"San Bernardino, California",2022,0
06071,"San Bernardino, California",2023,0
06075,"San Francisco, California",2023,0
06075,"San Francisco, California",2024,0
06079,"San Luis Obispo, California",2022,0
06079,"San Luis Obispo, California",2023,0
06081,"San Mateo, California",2023,0
06083,"Santa Barbara, California",2023,0
06085,"Santa Clara, California",2023,0
06087,"Santa Cruz, California",2022,0
06087,"Santa Cruz, California",2023,0
06091,"Sierra, California",2010,0
06091,"Sierra, California",2011,0
06091,"Sierra, California",2012,0
06091,"Sierra, California",2013,0
06091,"Sierra, California",2014,0
06091,"Sierra, California",2015,0
06091,"Sierra, California",2016,0
06091,"Sierra, California",2017,0
06091,"Sierra, California",2018,0
06091,"Sierra, California",2019,0
06091,"Sierra, California",2020,0
06091,"Sierra, California",2021,0
06091,"Sierra, California",2022,0
06091,"Sierra, California",2023,0
06091,"Sierra, California",2024,0
06093,"Siskiyou, California",2022,0
06093,"Siskiyou, California",2023,0
06093,"Siskiyou, California",2024,0
06095,"Solano, California",2023,0
06097,"Sonoma, California",2023,0
06101,"Sutter, California",2023,0
06103,"Tehama, California",2010,0
06103,"Tehama, California",2011,0
06103,"Tehama, California",2012,0
06103,"Tehama, California",2013,0
06103,"Tehama, California",2014,0
06103,"Tehama, California",2015,0
06103,"Tehama, California",2022,0
06103,"Tehama, California",2023,0
06105,"Trinity, California",2010,0
06105,"Trinity, California",2014,0
06105,"Trinity, California",2015,0
06105,"Trinity, California",2016,0
06105,"Trinity, California",2017,0
06105,"Trinity, California",2018,0
06105,"Trinity, California",2019,0
06105,"Trinity, California",2020,0
06105,"Trinity, California",2021,0
06105,"Trinity, California",2022,0
06105,"Trinity, California",2023,0
06105,"Trinity, California",2024,0
06109,"Tuolumne, California",2010,0
06109,"Tuolumne, California",2011,0
06109,"Tuolumne, California",2012,0
06109,"Tuolumne, California",2013,0
06109,"Tuolumne, California",2014,0
06109,"Tuolumne, California",2015,0
06109,"Tuolumne, California",2016,0
06109,"Tuolumne, California",2017,0
06109,"Tuolumne, California",2018,0
06109,"Tuolumne, California",2019,0
06109,"Tuolumne, California",2020,0
06109,"Tuolumne, California",2021,0
06109,"Tuolumne, California",2022,0
06109,"Tuolumne, California",2023,0
06109,"Tuolumne, California",2024,0
06115,"Yuba, California",2010,0
06115,"Yuba, California",2011,0
06115,"Yuba, California",2012,0
06115,"Yuba, California",2013,0
06115,"Yuba, California",2014,0
06115,"Yuba, California",2015,0
06115,"Yuba, California",2016,0
06115,"Yuba, California",2017,0
06115,"Yuba, California",2018,0
06115,"Yuba, California",2019,0
06115,"Yuba, California",2020,0
06115,"Yuba, California",2021,0
06115,"Yuba, California",2022,0
06115,"Yuba, California",2023,0
06115,"Yuba, California",2024,0
08003,"Alamosa, Colorado",2010,0
08003,"Alamosa, Colorado",2011,0
08003,"Alamosa, Colorado",2012,0
08003,"Alamosa, Colorado",2013,0
08003,"Alamosa, Colorado",2014,0
08003,"Alamosa, Colorado",2015,0
08003,"Alamosa, Colorado",2016,0
08003,"Alamosa, Colorado",2017,0
08003,"Alamosa, Colorado",2018,0
08003,"Alamosa, Colorado",2019,0
08003,"Alamosa, Colorado",2020,0
08003,"Alamosa, Colorado",2021,0
08003,"Alamosa, Colorado",2022,0
08003,"Alamosa, Colorado",2023,0
08007,"Archuleta, Colorado",2010,0
08007,"Archuleta, Colorado",2011,0
08007,"Archuleta, Colorado",2012,0
08007,"Archuleta, Colorado",2013,0
08007,"Archuleta, Colorado",2014,0
08007,"Archuleta, Colorado",2015,0
08007,"Archuleta, Colorado",2016,0
08007,"Archuleta, Colorado",2017,0
08007,"Archuleta, Colorado",2018,0
08007,"Archuleta, Colorado",2019,0
08007,"Archuleta, Colorado",2020,0
08007,"Archuleta, Colorado",2021,0
08007,"Archuleta, Colorado",2022,0
08007,"Archuleta, Colorado",2023,0
08007,"Archuleta, Colorado",2024,0
08009,"Baca, Colorado",2010,0
08009,"Baca, Colorado",2011,0
08009,"Baca, Colorado",2012,0
08009,"Baca, Colorado",2013,0
08009,"Baca, Colorado",2014,0
08009,"Baca, Colorado",2015,0
08009,"Baca, Colorado",2016,0
08009,"Baca, Colorado",2017,0
08009,"Baca, Colorado",2018,0
08009,"Baca, Colorado",2019,0
08009,"Baca, Colorado",2020,0
08009,"Baca, Colorado",2021,0
08009,"Baca, Colorado",2022,0
08009,"Baca, Colorado",2023,0
08009,"Baca, Colorado",2024,0
08011,"Bent, Colorado",2010,0
08011,"Bent, Colorado",2011,0
08011,"Bent, Colorado",2012,0
08011,"Bent, Colorado",2013,0
08011,"Bent, Colorado",2014,0
08011,"Bent, Colorado",2015,0
08011,"Bent, Colorado",2016,0
08011,"Bent, Colorado",2017,0
08011,"Bent, Colorado",2018,0
08011,"Bent, Colorado",2019,0
08011,"Bent, Colorado",2020,0
08011,"Bent, Colorado",2021,0
08011,"Bent, Colorado",2022,0
08011,"Bent, Colorado",2023,0
08011,"Bent, Colorado",2024,0
08014,"Broomfield, Colorado",2010,0
08014,"Broomfield, Colorado",2011,0
08014,"Broomfield, Colorado",2012,0
08014,"Broomfield, Colorado",2013,0
08014,"Broomfield, Colorado",2014,0
08014,"Broomfield, Colorado",2015,0
08014,"Broomfield, Colorado",2016,0
08014,"Broomfield, Colorado",2017,0
08014,"Broomfield, Colorado",2018,0
08014,"Broomfield, Colorado",2019,0
08014,"Broomfield, Colorado",2020,0
08014,"Broomfield, Colorado",2021,0
08014,"Broomfield, Colorado",2022,0
08014,"Broomfield, Colorado",2023,0
08014,"Broomfield, Colorado",2024,0
08015,"Chaffee, Colorado",2010,0
08015,"Chaffee, Colorado",2011,0
08015,"Chaffee, Colorado",2012,0
08015,"Chaffee, Colorado",2013,0
08015,"Chaffee, Colorado",2014,0
08015,"Chaffee, Colorado",2015,0
08015,"Chaffee, Colorado",2016,0
08015,"Chaffee, Colorado",2017,0
08015,"Chaffee, Colorado",2018,0
08015,"Chaffee, Colorado",2019,0
08015,"Chaffee, Colorado",2020,0
08015,"Chaffee, Colorado",2021,0
08015,"Chaffee, Colorado",2022,0
08015,"Chaffee, Colorado",2023,0
08015,"Chaffee, Colorado",2024,0
08017,"Cheyenne, Colorado",2010,0
08017,"Cheyenne, Colorado",2011,0
08017,"Cheyenne, Colorado",2012,0
08017,"Cheyenne, Colorado",2013,0
08017,"Cheyenne, Colorado",2014,0
08017,"Cheyenne, Colorado",2015,0
08017,"Cheyenne, Colorado",2016,0
08017,"Cheyenne, Colorado",2017,0
08017,"Cheyenne, Colorado",2018,0
08017,"Cheyenne, Colorado",2019,0
08017,"Cheyenne, Colorado",2020,0
08017,"Cheyenne, Colorado",2021,0
08017,"Cheyenne, Colorado",2022,0
08017,"Cheyenne, Colorado",2023,0
08017,"Cheyenne, Colorado",2024,0
08019,"Clear Creek, Colorado",2010,0
08019,"Clear Creek, Colorado",2011,0
08019,"Clear Creek, Colorado",2012,0
08019,"Clear Creek, Colorado",2013,0
08019,"Clear Creek, Colorado",2014,0
08019,"Clear Creek, Colorado",2015,0
08019,"Clear Creek, Colorado",2016,0
08019,"Clear Creek, Colorado",2017,0
08019,"Clear Creek, Colorado",2018,0
08019,"Clear Creek, Colorado",2019,0
08019,"Clear Creek, Colorado",2020,0
08019,"Clear Creek, Colorado",2021,0
08019,"Clear Creek, Colorado",2022,0
08019,"Clear Creek, Colorado",2023,0
08019,"Clear Creek, Colorado",2024,0
08021,"Conejos, Colorado",2010,0
08021,"Conejos, Colorado",2011,0
08021,"Conejos, Colorado",2012,0
08021,"Conejos, Colorado",2013,0
08021,"Conejos, Colorado",2014,0
08021,"Conejos, Colorado",2015,0
08021,"Conejos, Colorado",2016,0
08021,"Conejos, Colorado",2017,0
08021,"Conejos, Colorado",2018,0
08021,"Conejos, Colorado",2019,0
08021,"Conejos, Colorado",2020,0
08021,"Conejos, Colorado",2021,0
08021,"Conejos, Colorado",2022,0
08021,"Conejos, Colorado",2023,0
08021,"Conejos, Colorado",2024,0
08023,"Costilla, Colorado",2010,0
08023,"Costilla, Colorado",2011,0
08023,"Costilla, Colorado",2012,0
08023,"Costilla, Colorado",2013,0
08023,"Costilla, Colorado",2014,0
08023,"Costilla, Colorado",2015,0
08023,"Costilla, Colorado",2016,0
08023,"Costilla, Colorado",2017,0
08023,"Costilla, Colorado",2018,0
08023,"Costilla, Colorado",2019,0
08023,"Costilla, Colorado",2020,0
08023,"Costilla, Colorado",2021,0
08023,"Costilla, Colorado",2022,0
08023,"Costilla, Colorado",2023,0
08023,"Costilla, Colorado",2024,0
08025,"Crowley, Colorado",2010,0
08025,"Crowley, Colorado",2011,0
08025,"Crowley, Colorado",2012,0
08025,"Crowley, Colorado",2013,0
08025,"Crowley, Colorado",2014,0
08025,"Crowley, Colorado",2015,0
08025,"Crowley, Colorado",2016,0
08025,"Crowley, Colorado",2017,0
08025,"Crowley, Colorado",2018,0
08025,"Crowley, Colorado",2019,0
08025,"Crowley, Colorado",2020,0
08025,"Crowley, Colorado",2021,0
08025,"Crowley, Colorado",2022,0
08025,"Crowley, Colorado",2023,0
08025,"Crowley, Colorado",2024,0
08027,"Custer, Colorado",2010,0
08027,"Custer, Colorado",2011,0
08027,"Custer, Colorado",2012,0
08027,"Custer, Colorado",2013,0
08027,"Custer, Colorado",2014,0
08027,"Custer, Colorado",2015,0
08027,"Custer, Colorado",2016,0
08027,"Custer, Colorado",2017,0
08027,"Custer, Colorado",2018,0
08027,"Custer, Colorado",2019,0
08027,"Custer, Colorado",2020,0
08027,"Custer, Colorado",2021,0
08027,"Custer, Colorado",2022,0
08027,"Custer, Colorado",2023,0
08027,"Custer, Colorado",2024,0
08029,"Delta, Colorado",2010,0
08029,"Delta, Colorado",2011,0
08029,"Delta, Colorado",2012,0
08029,"Delta, Colorado",2013,0
08029,"Delta, Colorado",2014,0
08029,"Delta, Colorado",2015,0
08029,"Delta, Colorado",2016,0
08029,"Delta, Colorado",2017,0
08029,"Delta, Colorado",2022,0
08029,"Delta, Colorado",2023,0
08029,"Delta, Colorado",2024,0
08033,"Dolores, Colorado",2010,0
08033,"Dolores, Colorado",2011,0
08033,"Dolores, Colorado",2012,0
08033,"Dolores, Colorado",2013,0
08033,"Dolores, Colorado",2014,0
08033,"Dolores, Colorado",2015,0
08033,"Dolores, Colorado",2016,0
08033,"Dolores, Colorado",2017,0
08033,"Dolores, Colorado",2018,0
08033,"Dolores, Colorado",2019,0
08033,"Dolores, Colorado",2020,0
08033,"Dolores, Colorado",2021,0
08033,"Dolores, Colorado",2022,0
08033,"Dolores, Colorado",2023,0
08033,"Dolores, Colorado",2024,0
08037,"Eagle, Colorado",2010,0
08037,"Eagle, Colorado",2011,0
08037,"Eagle, Colorado",2012,0
08037,"Eagle, Colorado",2013,0
08037,"Eagle, Colorado",2014,0
08037,"Eagle, Colorado",2015,0
08037,"Eagle, Colorado",2016,0
08037,"Eagle, Colorado",2017,0
08037,"Eagle, Colorado",2018,0
08037,"Eagle, Colorado",2019,0
08037,"Eagle, Colorado",2020,0
08037,"Eagle, Colorado",2021,0
08037,"Eagle, Colorado",2022,0
08037,"Eagle, Colorado",2023,0
08037,"Eagle, Colorado",2024,0
08039,"Elbert, Colorado",2012,0
08039,"Elbert, Colorado",2013,0
08039,"Elbert, Colorado",2014,0
08039,"Elbert, Colorado",2015,0
08039,"Elbert, Colorado",2016,0
08039,"Elbert, Colorado",2017,0
08039,"Elbert, Colorado",2018,0
08039,"Elbert, Colorado",2019,0
08039,"Elbert, Colorado",2020,0
08039,"Elbert, Colorado",2021,0
08039,"Elbert, Colorado",2022,0
08039,"Elbert, Colorado",2023,0
08039,"Elbert, Colorado",2024,0
08043,"Fremont, Colorado",2010,0
08043,"Fremont, Colorado",2011,0
08043,"Fremont, Colorado",2012,0
08043,"Fremont, Colorado",2013,0
08043,"Fremont, Colorado",2014,0
08043,"Fremont, Colorado",2015,0
08043,"Fremont, Colorado",2016,0
08043,"Fremont, Colorado",2017,0
08043,"Fremont, Colorado",2018,0
08043,"Fremont, Colorado",2019,0
08043,"Fremont, Colorado",2020,0
08043,"Fremont, Colorado",2021,0
08043,"Fremont, Colorado",2022,0
08043,"Fremont, Colorado",2023,0
08043,"Fremont, Colorado",2024,0
08045,"Garfield, Colorado",2010,0
08045,"Garfield, Colorado",2011,0
08045,"Garfield, Colorado",2022,0
08045,"Garfield, Colorado",2023,0
08047,"Gilpin, Colorado",2010,0
08047,"Gilpin, Colorado",2011,0
08047,"Gilpin, Colorado",2012,0
08047,"Gilpin, Colorado",2013,0
08047,"Gilpin, Colorado",2014,0
08047,"Gilpin, Colorado",2015,0
08047,"Gilpin, Colorado",2016,0
08047,"Gilpin, Colorado",2017,0
08047,"Gilpin, Colorado",2018,0
08047,"Gilpin, Colorado",2019,0
08047,"Gilpin, Colorado",2020,0
08047,"Gilpin, Colorado",2021,0
08047,"Gilpin, Colorado",2022,0
08047,"Gilpin, Colorado",2023,0
08047,"Gilpin, Colorado",2024,0
08049,"Grand, Colorado",2010,0
08049,"Grand, Colorado",2011,0
08049,"Grand, Colorado",2012,0
08049,"Grand, Colorado",2013,0
08049,"Grand, Colorado",2014,0
08049,"Grand, Colorado",2015,0
08049,"Grand, Colorado",2016,0
08049,"Grand, Colorado",2017,0
08049,"Grand, Colorado",2018,0
08049,"Grand, Colorado",2019,0
08049,"Grand, Colorado",2020,0
08049,"Grand, Colorado",2021,0
08049,"Grand, Colorado",2022,0
08049,"Grand, Colorado",2023,0
